instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,workingday_status,holiday_status,temp_actual,temp_group
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Summer,Workday,Non-holiday,27.3675,Warm
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Summer,Workday,Non-holiday,26.584151,Warm
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Summer,Workday,Non-holiday,27.25,Warm
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Summer,Workday,Non-holiday,27.524150999999996,Warm
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Summer,Workday,Non-holiday,25.644151,Warm
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Summer,Day-off,Non-holiday,24.5475,Normal
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Summer,Day-off,Non-holiday,24.939151000000003,Normal
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Summer,Workday,Non-holiday,25.879151,Warm
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Summer,Workday,Non-holiday,26.153349,Warm
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Summer,Workday,Non-holiday,25.213349,Warm
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Summer,Workday,Non-holiday,25.800849,Warm
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Summer,Workday,Non-holiday,25.996651,Warm
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Summer,Day-off,Non-holiday,23.881650999999998,Normal
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Summer,Day-off,Non-holiday,21.884151,Normal
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Summer,Workday,Non-holiday,21.884151,Normal
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Summer,Workday,Non-holiday,22.510849000000004,Normal
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Summer,Workday,Non-holiday,23.3725,Normal
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Summer,Workday,Non-holiday,24.704151000000003,Normal
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Summer,Workday,Non-holiday,25.0175,Warm
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Summer,Day-off,Non-holiday,23.098349,Normal
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Summer,Day-off,Non-holiday,22.706651,Normal
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Summer,Workday,Non-holiday,25.056651000000002,Warm
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Summer,Workday,Non-holiday,26.231651,Warm
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Summer,Workday,Non-holiday,24.195,Normal
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Summer,Workday,Non-holiday,25.213349,Warm
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Summer,Workday,Non-holiday,27.915849,Warm
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Summer,Day-off,Non-holiday,27.406651000000004,Warm
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Summer,Day-off,Non-holiday,24.743349000000002,Normal
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Summer,Day-off,Holiday,25.252499999999998,Warm
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Summer,Workday,Non-holiday,26.114151,Warm
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Summer,Workday,Non-holiday,26.623348999999997,Warm
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Summer,Workday,Non-holiday,24.743349000000002,Normal
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Summer,Workday,Non-holiday,25.056651000000002,Warm
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Summer,Day-off,Non-holiday,22.980849,Normal
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Summer,Day-off,Non-holiday,20.669999999999998,Normal
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Summer,Workday,Non-holiday,19.416650999999998,Normal
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Summer,Workday,Non-holiday,19.142500000000002,Normal
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Summer,Workday,Non-holiday,20.160849,Normal
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Summer,Workday,Non-holiday,20.7875,Normal
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Summer,Workday,Non-holiday,21.766651000000003,Normal
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Summer,Day-off,Non-holiday,20.591651,Normal
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Summer,Day-off,Non-holiday,19.259999999999998,Normal
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Summer,Workday,Non-holiday,19.299151000000002,Normal
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Summer,Workday,Non-holiday,21.296651,Normal
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Summer,Workday,Non-holiday,17.9675,Normal
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Summer,Workday,Non-holiday,17.693349,Normal
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Summer,Workday,Non-holiday,20.160849,Normal
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Summer,Day-off,Non-holiday,22.55,Normal
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Fall,Day-off,Non-holiday,16.870849000000003,Normal
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Fall,Workday,Non-holiday,16.165849,Normal
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Fall,Workday,Non-holiday,17.85,Normal
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Fall,Workday,Non-holiday,21.845,Normal
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Fall,Workday,Non-holiday,22.55,Normal
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Fall,Workday,Non-holiday,21.100849,Normal
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Fall,Day-off,Non-holiday,17.4975,Normal
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Fall,Day-off,Non-holiday,16.753349,Normal
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Fall,Workday,Non-holiday,16.479150999999998,Normal
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Fall,Workday,Non-holiday,19.769151,Normal
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Fall,Workday,Non-holiday,22.9025,Normal
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Fall,Workday,Non-holiday,22.9025,Normal
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Fall,Workday,Non-holiday,20.905,Normal
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Fall,Day-off,Non-holiday,18.045848999999997,Normal
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Fall,Day-off,Non-holiday,11.544151,Normal
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Fall,Day-off,Holiday,10.016651,Normal
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Fall,Workday,Non-holiday,12.993348999999998,Normal
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Fall,Workday,Non-holiday,16.165849,Normal
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Fall,Workday,Non-holiday,12.445,Normal
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Fall,Workday,Non-holiday,12.5625,Normal
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Fall,Day-off,Non-holiday,10.486650999999998,Normal
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Fall,Day-off,Non-holiday,16.518349,Normal
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Fall,Workday,Non-holiday,18.398349,Normal
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Fall,Workday,Non-holiday,14.011651,Normal
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Fall,Workday,Non-holiday,13.424150999999998,Normal
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Fall,Workday,Non-holiday,16.557499999999997,Normal
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Fall,Workday,Non-holiday,18.476651,Normal
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Fall,Day-off,Non-holiday,14.755849000000001,Normal
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Fall,Day-off,Non-holiday,13.815849,Normal
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Fall,Workday,Non-holiday,14.912499999999998,Normal
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Fall,Workday,Non-holiday,17.575848999999998,Normal
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Fall,Workday,Non-holiday,19.6125,Normal
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Fall,Workday,Non-holiday,17.85,Normal
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Fall,Workday,Non-holiday,17.654151,Normal
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Fall,Day-off,Non-holiday,16.91,Normal
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Fall,Day-off,Non-holiday,14.442499999999999,Normal
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Fall,Workday,Non-holiday,12.68,Normal
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Fall,Workday,Non-holiday,6.954554000000002,Cold
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Fall,Workday,Non-holiday,8.802499999999998,Cold
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Fall,Workday,Non-holiday,9.194151000000002,Cold
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Fall,Workday,Non-holiday,8.684999999999999,Cold
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Fall,Day-off,Non-holiday,8.136651,Cold
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Fall,Day-off,Non-holiday,7.314150999999999,Cold
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Fall,Workday,Non-holiday,7.000848999999999,Cold
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Fall,Workday,Non-holiday,5.1991510000000005,Cold
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Fall,Workday,Non-holiday,5.904151000000001,Cold
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Fall,Workday,Non-holiday,8.552177999999998,Cold
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Fall,Workday,Non-holiday,8.998349000000001,Cold
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Fall,Day-off,Non-holiday,10.290848999999998,Normal
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Fall,Day-off,Non-holiday,11.779150999999999,Normal
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Fall,Day-off,Holiday,14.794999999999998,Normal
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Fall,Workday,Non-holiday,8.136651,Cold
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Fall,Workday,Non-holiday,5.590849,Cold
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Fall,Workday,Non-holiday,7.1183489999999985,Cold
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Fall,Workday,Non-holiday,8.215,Cold
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Fall,Day-off,Non-holiday,7.275,Cold
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Fall,Day-off,Non-holiday,8.0975,Cold
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Fall,Workday,Non-holiday,9.899151,Cold
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Fall,Workday,Non-holiday,9.585849,Cold
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Fall,Workday,Non-holiday,8.606651,Cold
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Fall,Day-off,Holiday,7.98,Cold
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Fall,Workday,Non-holiday,9.311651000000001,Cold
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Fall,Day-off,Non-holiday,5.081650999999999,Cold
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Fall,Day-off,Non-holiday,3.554150999999999,Cold
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Fall,Workday,Non-holiday,6.726650999999999,Cold
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Fall,Workday,Non-holiday,5.708349,Cold
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Fall,Workday,Non-holiday,5.943349000000001,Cold
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Fall,Workday,Non-holiday,5.200890000000001,Cold
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Fall,Workday,Non-holiday,6.021651,Cold
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Fall,Day-off,Non-holiday,6.021651,Cold
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Fall,Day-off,Non-holiday,8.3325,Cold
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Fall,Workday,Non-holiday,13.267500000000002,Normal
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Fall,Workday,Non-holiday,14.364151,Normal
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Fall,Workday,Non-holiday,12.601651,Normal
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Fall,Workday,Non-holiday,4.024151,Cold
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Fall,Workday,Non-holiday,7.0791509999999995,Cold
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Fall,Day-off,Non-holiday,9.938348999999999,Cold
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Fall,Day-off,Non-holiday,10.055848999999998,Normal
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Fall,Workday,Non-holiday,12.484151,Normal
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Fall,Workday,Non-holiday,8.606651,Cold
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Fall,Workday,Non-holiday,5.9825,Cold
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Fall,Workday,Non-holiday,5.904151000000001,Cold
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Fall,Workday,Non-holiday,5.2383489999999995,Cold
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Fall,Day-off,Non-holiday,7.235849,Cold
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Fall,Day-off,Non-holiday,9.037499999999998,Cold
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Fall,Workday,Non-holiday,10.486650999999998,Normal
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Fall,Workday,Non-holiday,11.309151,Normal
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Fall,Workday,Non-holiday,7.627500000000001,Cold
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Fall,Workday,Non-holiday,7.510000000000002,Cold
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Winter,Workday,Non-holiday,7.353349,Cold
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Winter,Day-off,Non-holiday,4.494150999999999,Cold
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Winter,Day-off,Non-holiday,3.554150999999999,Cold
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Winter,Workday,Non-holiday,2.871288,Cold
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Winter,Day-off,Holiday,5.691288,Cold
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Winter,Workday,Non-holiday,3.4366509999999995,Cold
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Winter,Workday,Non-holiday,3.945848999999999,Cold
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Winter,Workday,Non-holiday,3.9066509999999983,Cold
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Winter,Day-off,Non-holiday,3.9066509999999983,Cold
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Winter,Day-off,Non-holiday,4.024151,Cold
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Winter,Workday,Non-holiday,2.144150999999999,Cold
